marker_id,world_X,world_Y,world_Z
10,0.4162411527630262,-0.18334707588539584,-0.05328242747393375
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.3922074164333719,-0.13932744119456736,-0.013690737299446809
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.401327199321477,-0.16965086816100616,-0.018129155774820216
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.4162411527630262,-0.18334707588539584,-0.05328242747393375
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.401327199321477,-0.16965086816100616,-0.018129155774820216
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.401327199321477,-0.16965086816100616,-0.018129155774820216
10,0.3986489995039187,-0.14456852535063497,-0.0300066779403666
10,0.4162411527630262,-0.18334707588539584,-0.05328242747393375
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.401327199321477,-0.16965086816100616,-0.018129155774820216
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.4162411527630262,-0.18334707588539584,-0.05328242747393375
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.401327199321477,-0.16965086816100616,-0.018129155774820216
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.401327199321477,-0.16965086816100616,-0.018129155774820216
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.4162411527630262,-0.18334707588539584,-0.05328242747393375
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.4162411527630262,-0.18334707588539584,-0.05328242747393375
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.401327199321477,-0.16965086816100616,-0.018129155774820216
10,0.3986489995039187,-0.14456852535063497,-0.0300066779403666
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.401327199321477,-0.16965086816100616,-0.018129155774820216
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.401327199321477,-0.16965086816100616,-0.018129155774820216
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.401327199321477,-0.16965086816100616,-0.018129155774820216
10,0.3922074164333719,-0.13932744119456736,-0.013690737299446809
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.401327199321477,-0.16965086816100616,-0.018129155774820216
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.4162411527630262,-0.18334707588539584,-0.05328242747393375
10,0.4092577474202787,-0.20225520627405597,-0.02071319789566617
10,0.39694972835457465,-0.1429166514791808,-0.025154741851142415
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
10,0.401327199321477,-0.16965086816100616,-0.018129155774820216
10,0.3986489995039187,-0.14456852535063497,-0.0300066779403666
10,0.39871075263714545,-0.19209843337820398,0.0028469762663031473
